t,x,x_n,v_x,v_xn,a_x,a_xn,y,y_n,v_y,v_yn,a_y,a_yn
8.02,481.2,478.738,60,58.9563,0,-5.85823,86.223,87.0197,-28.596,-23.8001,-9.8,-14.7997
8.03,481.8,483.915,60,63.5511,0,-9.58416,85.9371,90.4702,-28.694,-30.9401,-9.8,-9.99206
8.04,482.4,484.18,60,50.6358,0,11.3664,85.6501,90.9991,-28.792,-31.6434,-9.8,-15.0249
8.05,483,481.45,60,67.2367,0,8.72942,85.3622,89.377,-28.89,-31.8819,-9.8,-7.69201
8.06,483.6,486.441,60,58.5358,0,-7.60585,85.0733,89.451,-28.988,-25.9651,-9.8,-18.5171
8.07,484.2,486.387,60,58.8812,0,-3.72478,84.7834,82.2841,-29.086,-27.33,-9.8,-11.348
8.08,484.8,489.124,60,64.5622,0,-5.02942,84.4926,87.5964,-29.184,-27.1711,-9.8,-8.63283
8.09,485.4,487.012,60,60.0103,0,-2.56052,84.2007,88.1408,-29.282,-21.6446,-9.8,-2.53691
8.1,486,482.109,60,67.8219,0,10.6758,83.9079,86.8216,-29.38,-39.2817,-9.8,1.00362
8.11,486.6,489.852,60,62.5469,0,-5.61702,83.6141,81.9993,-29.478,-26.0075,-9.8,-15.0078
8.12,487.2,476.819,60,62.935,0,-0.859526,83.3193,79.5027,-29.576,-37.2978,-9.8,-5.97034
8.13,487.8,490.851,60,56.529,0,-3.77645,83.0236,89.1387,-29.674,-22.3159,-9.8,-5.20351
8.14,488.4,492.639,60,51.477,0,-6.78627,82.7268,85.7914,-29.772,-36.5391,-9.8,-2.35293
8.15,489,486.204,60,62.4587,0,0.0582716,82.4291,81.9685,-29.87,-28.0045,-9.8,-1.09018
8.16,489.6,482.156,60,68.4427,0,1.42664,82.1304,80.5844,-29.968,-26.764,-9.8,-16.1227
8.17,490.2,489.621,60,59.5104,0,2.80553,81.8307,85.4186,-30.066,-24.6384,-9.8,-12.6529
8.18,490.8,493.731,60,60.1087,0,4.86791,81.5301,75.6124,-30.164,-29.5464,-9.8,-3.89865
8.19,491.4,496.492,60,61.7243,0,3.80349,81.2284,78.3977,-30.262,-36.8404,-9.8,-6.94393
8.2,492,491.272,60,57.7289,0,-4.31204,80.9258,86.0682,-30.36,-30.0884,-9.8,-3.08057
8.21,492.6,491.921,60,58.2194,0,8.36481,80.6222,75.682,-30.458,-36.3695,-9.8,-9.42526
8.22,493.2,497.106,60,56.5184,0,1.29775,80.3176,75.0091,-30.556,-37.3578,-9.8,-14.642
8.23,493.8,488.57,60,61.1016,0,-0.704508,80.0121,77.8487,-30.654,-24.0639,-9.8,-15.0122
8.24,494.4,487.035,60,58.7045,0,-3.04122,79.7055,80.0196,-30.752,-30.755,-9.8,-0.602434
8.25,495,497.285,60,60.7582,0,0.272109,79.398,78.2891,-30.85,-33.9625,-9.8,-13.0251
8.26,495.6,489.391,60,60.2397,0,2.59608,79.0895,70.3081,-30.948,-34.1435,-9.8,-4.08009
8.27,496.2,488.242,60,57.5474,0,6.07254,78.78,75.4932,-31.046,-32.8067,-9.8,-4.97914
8.28,496.8,498.172,60,50.4245,0,-1.80858,78.4696,79.5564,-31.144,-29.1608,-9.8,-12.6077
8.29,497.4,493.073,60,54.9019,0,2.95955,78.1581,75.9781,-31.242,-38.5793,-9.8,-9.23176
8.3,498,493.3,60,59.1091,0,4.63127,77.8457,73.1696,-31.34,-29.8721,-9.8,-10.504
8.31,498.6,498.901,60,57.732,0,6.73842,77.5323,76.778,-31.438,-40.1798,-9.8,-5.34095
8.32,499.2,503.771,60,62.856,0,-3.38206,77.2179,67.2057,-31.536,-32.251,-9.8,-9.74564
8.33,499.8,498.307,60,60.9506,0,7.7771,76.9026,71.7592,-31.634,-33.4252,-9.8,-9.70173
8.34,500.4,501.422,60,63.4379,0,1.90389,76.5862,82.1338,-31.732,-33.8641,-9.8,-1.28055
8.35,501,498.309,60,56.3042,0,-7.97546,76.2689,87.9151,-31.83,-37.5961,-9.8,-6.27401
8.36,501.6,501.341,60,57.0548,0,-1.96033,75.9506,77.4864,-31.928,-31.1833,-9.8,-7.24498
8.37,502.2,502.083,60,55.8892,0,-9.3582,75.6313,75.2699,-32.026,-24.5937,-9.8,-17.2896
8.38,502.8,497.778,60,55.753,0,4.4527,75.3111,71.4677,-32.124,-26.1177,-9.8,-11.825
8.39,503.4,496.808,60,58.555,0,-6.34735,74.9898,78.124,-32.222,-38.3401,-9.8,-9.98548
8.4,504,505.781,60,57.9659,0,4.52083,74.6676,69.1335,-32.32,-31.18,-9.8,-7.48404
8.41,504.6,507.21,60,60.5357,0,-1.17349,74.3444,74.2108,-32.418,-27.1464,-9.8,-15.8746
8.42,505.2,506.754,60,59.2423,0,2.90119,74.0202,69.1524,-32.516,-21.301,-9.8,-16.5065
8.43,505.8,501.22,60,48.7168,0,4.8961,73.6951,75.7797,-32.614,-31.9556,-9.8,-14.004
8.44,506.4,503.458,60,58.0278,0,-2.14878,73.3689,78.427,-32.712,-36.9208,-9.8,-12.534
8.45,507,506.488,60,61.5915,0,6.74013,73.0418,68.9937,-32.81,-40.7178,-9.8,-18.0884
8.46,507.6,514.024,60,53.8421,0,6.66111,72.7137,67.4236,-32.908,-31.73,-9.8,-18.4227
8.47,508.2,514.862,60,66.1164,0,11.3441,72.3846,71.5124,-33.006,-31.9274,-9.8,-7.7876
8.48,508.8,507.622,60,50.8374,0,3.31139,72.0546,61.4319,-33.104,-35.2406,-9.8,-1.08858
8.49,509.4,519.678,60,56.8028,0,-8.36153,71.7235,80.2686,-33.202,-35.5284,-9.8,-4.3371
8.5,510,505.335,60,62.4923,0,-4.64015,71.3915,78.7537,-33.3,-25.3795,-9.8,-5.21977
8.51,510.6,515.405,60,57.4133,0,-4.54398,71.0585,71.6358,-33.398,-41.0317,-9.8,-7.70572
8.52,511.2,514.491,60,57.5639,0,-5.76344,70.7245,68.6355,-33.496,-26.5178,-9.8,-1.94304
8.53,511.8,509.537,60,58.641,0,-8.58552,70.3896,70.1578,-33.594,-29.98,-9.8,1.23955
8.54,512.4,502.556,60,61.5348,0,10.9064,70.0536,68.8472,-33.692,-35.3377,-9.8,-11.5977
8.55,513,511.568,60,61.773,0,-1.56138,69.7167,71.5426,-33.79,-23.9991,-9.8,-17.7157
8.56,513.6,505.412,60,50.6683,0,8.00117,69.3788,74.012,-33.888,-29.2694,-9.8,-12.9436
8.57,514.2,513.216,60,61.4708,0,2.59207,69.0399,59.8164,-33.986,-32.3385,-9.8,-8.34841
8.58,514.8,521.167,60,57.8414,0,-0.809075,68.7001,63.697,-34.084,-32.6898,-9.8,-14.8291
8.59,515.4,513.813,60,61.1581,0,-5.66172,68.3592,63.426,-34.182,-33.516,-9.8,-11.7767
8.6,516,513.827,60,64.7503,0,-6.17939,68.0174,63.3305,-34.28,-34.6861,-9.8,-8.61129
8.61,516.6,513.922,60,56.3365,0,-0.236798,67.6746,72.2819,-34.378,-30.2163,-9.8,-16.8872
8.62,517.2,516.28,60,57.9949,0,-2.5697,67.3308,60.4208,-34.476,-38.4568,-9.8,-16.5012
8.63,517.8,523.746,60,63.0644,0,9.88151,66.9861,59.0954,-34.574,-33.4143,-9.8,-7.26915
8.64,518.4,510.544,60,63.5412,0,5.91268,66.6403,67.7599,-34.672,-34.2339,-9.8,-4.44089
8.65,519,515.792,60,65.3632,0,-2.27577,66.2936,65.6559,-34.77,-22.6659,-9.8,-7.0174
8.66,519.6,515.738,60,55.3965,0,6.6046,65.9459,67.6266,-34.868,-38.1012,-9.8,-14.5997
8.67,520.2,527.069,60,58.9787,0,-2.23959,65.5972,63.0733,-34.966,-30.3783,-9.8,-12.7432
8.68,520.8,507.076,60,60.9925,0,-4.8182,65.2476,68.827,-35.064,-38.1684,-9.8,-6.10866
8.69,521.4,525.657,60,60.7426,0,0.561215,64.8969,67.6156,-35.162,-35.7742,-9.8,-17.3623
8.7,522,519.328,60,51.5731,0,4.20679,64.5453,67.8145,-35.26,-37.0542,-9.8,2.61491
8.71,522.6,517.831,60,62.8671,0,0.896873,64.1927,65.5472,-35.358,-26.541,-9.8,-5.73852
8.72,523.2,522.618,60,59.2132,0,-4.11741,63.8391,63.0964,-35.456,-32.887,-9.8,-12.3686
8.73,523.8,523.674,60,55.7579,0,-4.37851,63.4846,67.1955,-35.554,-45.1458,-9.8,-10.8059
8.74,524.4,522.838,60,59.0437,0,9.26744,63.129,66.5257,-35.652,-36.0596,-9.8,-14.682
8.75,525,528.474,60,57.6414,0,4.72988,62.7725,60.4283,-35.75,-36.3696,-9.8,-9.62412
8.76,525.6,527.7,60,60.9654,0,-1.75493,62.415,60.1545,-35.848,-31.0065,-9.8,-12.9573
8.77,526.2,531.95,60,70.242,0,-0.0383277,62.0565,58.8403,-35.946,-31.1284,-9.8,-4.28293
8.78,526.8,533.859,60,61.9585,0,-4.30207,61.6971,67.749,-36.044,-35.8748,-9.8,-2.66522
8.79,527.4,532.387,60,57.8751,0,-2.23067,61.3366,62.2691,-36.142,-35.1637,-9.8,-7.52647
8.8,528,533.176,60,65.1848,0,4.8287,60.9752,70.7237,-36.24,-38.4935,-9.8,-3.03914
8.81,528.6,531.766,60,56.579,0,-3.2547,60.6128,59.3026,-36.338,-30.0134,-9.8,-8.09999
8.82,529.2,517.138,60,60.7051,0,-2.55245,60.2494,55.88,-36.436,-38.5592,-9.8,-12.8524
8.83,529.8,525.372,60,60.9382,0,4.72415,59.8851,61.2446,-36.534,-40.4099,-9.8,-2.39151
8.84,530.4,533.068,60,59.7097,0,-5.59936,59.5197,68.008,-36.632,-37.9303,-9.8,-14.0938
8.85,531,530.269,60,62.2708,0,3.97119,59.1534,63.3558,-36.73,-28.0902,-9.8,-9.09683
8.86,531.6,534.123,60,61.9902,0,-2.50972,58.7861,51.5245,-36.828,-41.8322,-9.8,-4.78763
8.87,532.2,525.837,60,51.4593,0,4.25009,58.4178,60.1843,-36.926,-36.8616,-9.8,-7.54709
8.88,532.8,525.825,60,57.0772,0,6.11941,58.0486,67.157,-37.024,-41.9326,-9.8,-9.2174
8.89,533.4,529.401,60,60.1242,0,-6.87482,57.6783,56.6843,-37.122,-26.4303,-9.8,-5.42641
8.9,534,527.839,60,51.3768,0,-2.12511,57.3071,53.2868,-37.22,-34.3435,-9.8,-11.4743
8.91,534.6,531.931,60,59.2517,0,-3.81717,56.9349,55.8466,-37.318,-36.1154,-9.8,-10.4101
8.92,535.2,547.023,60,62.1958,0,2.45193,56.5617,57.9444,-37.416,-41.7824,-9.8,-13.795
8.93,535.8,534.784,60,65.4366,0,1.96212,56.1876,58.3116,-37.514,-39.0885,-9.8,-12.0012
8.94,536.4,535.711,60,62.9681,0,5.66283,55.8124,55.0369,-37.612,-40.0729,-9.8,-5.23187
8.95,537,543.694,60,57.888,0,-7.59472,55.4363,55.5067,-37.71,-41.3428,-9.8,-16.6291
8.96,537.6,543.121,60,55.358,0,2.33337,55.0592,44.6631,-37.808,-31.6161,-9.8,-10.9711
8.97,538.2,534.34,60,51.4767,0,-1.21084,54.6811,55.9153,-37.906,-29.6577,-9.8,-14.1953
8.98,538.8,535.396,60,61.3639,0,16.1183,54.3021,46.5241,-38.004,-31.1345,-9.8,-17.8296
8.99,539.4,535.154,60,63.4421,0,-9.33197,53.922,50.0633,-38.102,-43.1308,-9.8,-5.90693
9,540,537.605,60,64.2558,0,7.55086,53.541,47.7751,-38.2,-37.4476,-9.8,-11.125
9.01,540.6,542.072,60,63.1565,0,4.83798,53.159,54.5292,-38.298,-41.9087,-9.8,-5.44312
9.02,541.2,540.623,60,65.282,0,-5.53966,52.776,51.1902,-38.396,-32.4636,-9.8,-12.4292
9.03,541.8,547.827,60,57.3916,0,6.25488,52.3921,52.1427,-38.494,-40.6456,-9.8,-5.23895
9.04,542.4,549.242,60,64.604,0,7.28549,52.0071,47.1729,-38.592,-40.2639,-9.8,-10.0249
9.05,543,540.669,60,68.9545,0,-7.24689,51.6212,45.7706,-38.69,-37.1127,-9.8,-16.8433
9.06,543.6,540.174,60,57.2569,0,6.28489,51.2343,59.395,-38.788,-41.0709,-9.8,-8.24579
9.07,544.2,543.473,60,59.3621,0,0.562147,50.8464,55.784,-38.886,-40.0164,-9.8,-4.91274
9.08,544.8,546.596,60,57.1603,0,4.02546,50.4576,37.0393,-38.984,-41.5045,-9.8,5.96841
9.09,545.4,542.152,60,56.2495,0,-2.97468,50.0677,54.8651,-39.082,-42.2619,-9.8,-17.9177
9.1,546,554.705,60,65.9798,0,0.761273,49.6769,41.6376,-39.18,-45.4076,-9.8,-6.53517
9.11,546.6,547.436,60,54.7139,0,-5.58269,49.2851,59.6975,-39.278,-40.6926,-9.8,-26.2512
9.12,547.2,549.827,60,58.0966,0,6.81623,48.8923,40.149,-39.376,-38.1454,-9.8,-12.837
9.13,547.8,551.823,60,60.3477,0,5.99302,48.4986,44.335,-39.474,-31.8106,-9.8,-2.36656
9.14,548.4,550.465,60,57.005,0,1.98767,48.1038,50.6043,-39.572,-45.6155,-9.8,-13.6279
9.15,549,558.595,60,57.0182,0,2.05095,47.7081,63.5688,-39.67,-38.259,-9.8,-12.9427
9.16,549.6,552.703,60,58.9037,0,-1.62204,47.3114,49.0593,-39.768,-38.5338,-9.8,-10.7476
9.17,550.2,550.297,60,61.3399,0,2.03132,46.9137,44.411,-39.866,-28.022,-9.8,-5.98156
9.18,550.8,541.849,60,58.0098,0,0.100681,46.5151,42.625,-39.964,-43.9383,-9.8,-4.49926
9.19,551.4,547.933,60,51.8771,0,-3.89285,46.1154,35.8932,-40.062,-41.8247,-9.8,-13.6649
9.2,552,554.186,60,62.3795,0,10.6604,45.7148,44.8126,-40.16,-36.4764,-9.8,-9.0949
9.21,552.6,549.944,60,68.2603,0,-9.13972,45.3132,42.5233,-40.258,-42.3879,-9.8,-4.84465
9.22,553.2,552.18,60,54.6096,0,4.74897,44.9106,38.8115,-40.356,-40.6574,-9.8,-16.4689
9.23,553.8,550.876,60,65.826,0,-3.61627,44.5071,43.5072,-40.454,-45.3258,-9.8,-10.9845
9.24,554.4,554.441,60,63.9764,0,-2.45157,44.1025,40.927,-40.552,-42.0855,-9.8,-15.7067
9.25,555,559.191,60,55.7276,0,-2.71568,43.697,39.8004,-40.65,-38.7309,-9.8,-9.47673
9.26,555.6,560.77,60,52.164,0,-0.472703,43.2905,40.4853,-40.748,-45.9974,-9.8,-21.7609
9.27,556.2,565.091,60,62.8113,0,-0.68587,42.883,41.2473,-40.846,-44.5706,-9.8,-16.2195
9.28,556.8,563.286,60,58.7032,0,0.860197,42.4746,45.271,-40.944,-40.6278,-9.8,-10.1306
9.29,557.4,552.582,60,54.6093,0,12.6769,42.0651,51.9883,-41.042,-48.6505,-9.8,-9.68556
9.3,558,564.37,60,60.508,0,3.38679,41.6547,39.8222,-41.14,-45.9637,-9.8,-0.293783
9.31,558.6,559.309,60,68.517,0,1.88777,41.2433,44.8528,-41.238,-39.8815,-9.8,-9.76448
9.32,559.2,551.794,60,64.951,0,-0.84672,40.8309,34.8353,-41.336,-35.877,-9.8,-13.5675
9.33,559.8,572.598,60,59.0432,0,1.50085,40.4176,36.0096,-41.434,-47.7443,-9.8,-10.5405
9.34,560.4,561.089,60,57.8561,0,7.39811,40.0032,42.5663,-41.532,-49.3661,-9.8,-9.09116
9.35,561,560.057,60,63.8882,0,-2.43773,39.5879,48.322,-41.63,-41.1401,-9.8,-4.95602
9.36,561.6,565.364,60,58.0057,0,-0.999601,39.1716,37.8297,-41.728,-44.2033,-9.8,-3.87972
9.37,562.2,574.64,60,58.4149,0,3.2206,38.7543,39.6419,-41.826,-35.4251,-9.8,-8.58754
9.38,562.8,561.576,60,59.7008,0,0.839828,38.3361,43.2465,-41.924,-35.1439,-9.8,-8.15113
9.39,563.4,569.729,60,54.2166,0,-8.96024,37.9168,49.5905,-42.022,-36.3723,-9.8,-2.8998
9.4,564,563.306,60,51.5174,0,0.31263,37.4966,24.3476,-42.12,-38.2497,-9.8,-11.6109
9.41,564.6,566.234,60,60.398,0,-3.42949,37.0754,44.4745,-42.218,-37.6264,-9.8,-17.3906
9.42,565.2,568.975,60,59.2537,0,4.79717,36.6532,37.9225,-42.316,-36.2163,-9.8,-13.5622
9.43,565.8,560.505,60,58.471,0,-13.2119,36.2301,35.9031,-42.414,-43.9922,-9.8,-7.49848
9.44,566.4,576.231,60,69.7741,0,5.21782,35.8059,36.5015,-42.512,-38.8184,-9.8,-8.44235
9.45,567,567.91,60,50.6565,0,-4.64806,35.3808,42.9464,-42.61,-43.7259,-9.8,-4.84205
9.46,567.6,570.095,60,56.9987,0,1.94532,34.9547,27.3792,-42.708,-39.1203,-9.8,-5.52042
9.47,568.2,572.101,60,61.4249,0,2.04282,34.5276,31.0845,-42.806,-41.8312,-9.8,-18.5032
9.48,568.8,577.028,60,55.6259,0,6.19507,34.0996,35.7921,-42.904,-44.8791,-9.8,-10.5038
9.49,569.4,574.369,60,59.0912,0,-0.350128,33.6705,31.3584,-43.002,-45.3792,-9.8,-5.55753
9.5,570,565.819,60,66.9273,0,0.708325,33.2405,28.6741,-43.1,-42.0248,-9.8,-25.4306
9.51,570.6,574.185,60,55.912,0,3.10469,32.8095,24.9866,-43.198,-43.6167,-9.8,-18.7473
9.52,571.2,576.659,60,53.9563,0,3.42177,32.3775,34.4675,-43.296,-39.4186,-9.8,-3.4063
9.53,571.8,567.43,60,62.2777,0,4.98077,31.9446,33.0192,-43.394,-40.4799,-9.8,-14.1183
9.54,572.4,566.572,60,69.5579,0,-8.25051,31.5106,29.3922,-43.492,-38.9799,-9.8,-13.9985
9.55,573,573.824,60,60.1402,0,-7.53978,31.0757,30.874,-43.59,-36.5051,-9.8,-5.4266
9.56,573.6,570.443,60,56.4731,0,0.319947,30.6398,38.4604,-43.688,-41.7057,-9.8,-15.075
9.57,574.2,574.61,60,67.5881,0,5.5278,30.2029,28.4523,-43.786,-54.0566,-9.8,-5.80976
9.58,574.8,576.649,60,66.9718,0,-1.67786,29.7651,31.5334,-43.884,-46.1479,-9.8,-11.2557
9.59,575.4,579.006,60,57.3829,0,1.22163,29.3262,34.3382,-43.982,-49.0392,-9.8,-13.3692
9.6,576,577.229,60,44.5435,0,0.838139,28.8864,15.7841,-44.08,-48.5769,-9.8,-7.06702
9.61,576.6,580.567,60,69.3088,0,1.49175,28.4456,29.3235,-44.178,-44.0626,-9.8,-15.6556
9.62,577.2,584.981,60,65.2345,0,-3.81373,28.0038,35.6959,-44.276,-40.5749,-9.8,-14.5441
9.63,577.8,585.848,60,67.5317,0,1.5728,27.5611,23.5146,-44.374,-45.95,-9.8,-11.1059
9.64,578.4,580.269,60,61.2889,0,2.47295,27.1173,32.5474,-44.472,-42.4689,-9.8,-14.7762
9.65,579,585.242,60,56.6855,0,-2.31835,26.6726,26.585,-44.57,-39.3038,-9.8,-6.47781
9.66,579.6,573.334,60,57.8479,0,-2.40442,26.2269,30.0411,-44.668,-44.24,-9.8,-19.2215
9.67,580.2,585.009,60,61.8912,0,-0.181712,25.7802,31.5895,-44.766,-42.0831,-9.8,-10.5216
9.68,580.8,584.672,60,52.9514,0,-10.9991,25.3326,27.4198,-44.864,-47.6614,-9.8,-4.29372
9.69,581.4,577.097,60,57.608,0,2.06921,24.8839,20.4639,-44.962,-47.7282,-9.8,-17.2367
9.7,582,580.111,60,58.3799,0,2.68152,24.4343,23.4294,-45.06,-42.9284,-9.8,-16.6249
9.71,582.6,582.653,60,57.1239,0,3.3035,23.9837,25.5327,-45.158,-56.7469,-9.8,-7.69056
9.72,583.2,590.525,60,56.7985,0,5.57554,23.5321,21.3066,-45.256,-48.5523,-9.8,-12.6135
9.73,583.8,589.157,60,52.3894,0,-10.684,23.0796,30.5474,-45.354,-43.1822,-9.8,-6.94456
9.74,584.4,581.527,60,58.3261,0,-3.48588,22.626,26.9993,-45.452,-42.7843,-9.8,0.72071
9.75,585,575.215,60,59.6999,0,-6.26115,22.1715,14.326,-45.55,-44.0759,-9.8,-14.5782
9.76,585.6,593.71,60,61.2849,0,-2.23854,21.716,21.5046,-45.648,-44.3494,-9.8,-4.2167
9.77,586.2,589.411,60,62.6235,0,-4.0928,21.2595,20.7418,-45.746,-50.3183,-9.8,-9.72498
9.78,586.8,587.429,60,67.9095,0,6.53346,20.8021,28.7288,-45.844,-48.7406,-9.8,-9.79743
9.79,587.4,586.683,60,50.1413,0,2.38885,20.3436,20.8339,-45.942,-44.6455,-9.8,-20.5906
9.8,588,586.875,60,69.3719,0,10.3016,19.8842,20.0219,-46.04,-49.4244,-9.8,-12.2362
9.81,588.6,586.79,60,59.7525,0,-0.863581,19.4238,14.5321,-46.138,-42.8118,-9.8,-10.3163
9.82,589.2,594.463,60,59.4721,0,-7.06605,18.9624,18.6541,-46.236,-47.8687,-9.8,-10.8631
9.83,589.8,590.865,60,60.1813,0,1.87716,18.5001,9.93557,-46.334,-34.0102,-9.8,-8.51857
9.84,590.4,591.87,60,61.312,0,-6.03135,18.0367,13.8987,-46.432,-46.22,-9.8,-5.98758
9.85,591,595.533,60,62.4637,0,-2.50754,17.5724,15.0932,-46.53,-43.4167,-9.8,-15.2325
9.86,591.6,592.848,60,55.9778,0,-9.24957,17.1071,20.4998,-46.628,-45.8923,-9.8,-16.8294
9.87,592.2,594.057,60,56.2271,0,0.749351,16.6408,16.9177,-46.726,-37.3785,-9.8,-9.09381
9.88,592.8,594.518,60,59.2837,0,-0.770067,16.1736,21.0916,-46.824,-42.0073,-9.8,-2.69893
9.89,593.4,591.168,60,57.2786,0,0.788678,15.7053,13.008,-46.922,-44.9431,-9.8,-7.97007
9.9,594,585.778,60,60.3031,0,5.6671,15.2361,7.19438,-47.02,-48.0145,-9.8,-15.3269
9.91,594.6,605.766,60,50.3627,0,2.35705,14.7659,13.0316,-47.118,-45.6001,-9.8,-3.94476
9.92,595.2,598.084,60,58.5162,0,-2.10163,14.2947,19.1863,-47.216,-40.185,-9.8,-17.7141
9.93,595.8,596.481,60,58.0763,0,-5.16178,13.8226,9.33426,-47.314,-38.9258,-9.8,-10.36
9.94,596.4,592.322,60,49.235,0,1.78472,13.3494,4.19684,-47.412,-50.455,-9.8,-6.97764
9.95,597,600.098,60,57.0818,0,8.86085,12.8753,7.95043,-47.51,-46.8853,-9.8,-14.1436
9.96,597.6,598.229,60,55.3709,0,7.54047,12.4002,1.89036,-47.608,-49.6734,-9.8,-14.1448
9.97,598.2,594.415,60,55.7502,0,-5.85072,11.9241,22.0229,-47.706,-49.5553,-9.8,-10.9213
9.98,598.8,607.425,60,59.3956,0,-4.45333,11.4471,7.96606,-47.804,-40.8959,-9.8,-12.1574
9.99,599.4,596.044,60,60.6245,0,3.99046,10.969,18.2968,-47.902,-41.1735,-9.8,-8.74787
10,600,593.064,60,55.7631,0,1.71056,10.49,10.8858,-48,-47.7915,-9.8,-17.6874
